Model,Epsilon,FairPercent,NonFairPercent,UnknownPercent,TotalTime,AvgTime
AC-1.onnx,0.000000,1.000000,99.000000,0.000000,0.011953,0.000120
AC-1.onnx,0.020000,1.000000,99.000000,0.000000,0.028434,0.000284
AC-1.onnx,0.030000,1.000000,99.000000,0.000000,0.029867,0.000299
AC-1.onnx,0.050000,1.000000,99.000000,0.000000,0.039321,0.000393
AC-1.onnx,0.070000,1.000000,99.000000,0.000000,0.040903,0.000409
AC-1.onnx,0.100000,1.000000,99.000000,0.000000,0.038614,0.000386
AC-10.onnx,0.000000,1.000000,99.000000,0.000000,0.015414,0.000154
AC-10.onnx,0.020000,1.000000,99.000000,0.000000,0.045905,0.000459
AC-10.onnx,0.030000,1.000000,99.000000,0.000000,0.050863,0.000509
AC-10.onnx,0.050000,1.000000,99.000000,0.000000,0.051150,0.000512
AC-10.onnx,0.070000,1.000000,99.000000,0.000000,0.039423,0.000394
AC-10.onnx,0.100000,1.000000,99.000000,0.000000,0.045734,0.000457
AC-11.onnx,0.000000,1.000000,99.000000,0.000000,0.011512,0.000115
AC-11.onnx,0.020000,1.000000,99.000000,0.000000,0.031825,0.000318
AC-11.onnx,0.030000,1.000000,99.000000,0.000000,0.027067,0.000271
AC-11.onnx,0.050000,1.000000,99.000000,0.000000,0.054548,0.000545
AC-11.onnx,0.070000,1.000000,99.000000,0.000000,0.173504,0.001735
AC-11.onnx,0.100000,1.000000,99.000000,0.000000,0.376261,0.003763
AC-12.onnx,0.000000,1.000000,99.000000,0.000000,0.018945,0.000189
AC-12.onnx,0.020000,1.000000,99.000000,0.000000,0.047953,0.000480
AC-12.onnx,0.030000,1.000000,99.000000,0.000000,0.048053,0.000481
AC-12.onnx,0.050000,1.000000,99.000000,0.000000,0.052321,0.000523
AC-12.onnx,0.070000,1.000000,99.000000,0.000000,0.089583,0.000896
AC-12.onnx,0.100000,1.000000,99.000000,0.000000,0.287411,0.002874
AC-3.onnx,0.000000,1.000000,99.000000,0.000000,0.009882,0.000099
AC-3.onnx,0.020000,1.000000,99.000000,0.000000,0.038709,0.000387
AC-3.onnx,0.030000,1.000000,99.000000,0.000000,0.031735,0.000317
AC-3.onnx,0.050000,1.000000,99.000000,0.000000,0.028146,0.000281
AC-3.onnx,0.070000,1.000000,99.000000,0.000000,0.028571,0.000286
AC-3.onnx,0.100000,1.000000,99.000000,0.000000,0.055467,0.000555
AC-4.onnx,0.000000,1.000000,99.000000,0.000000,0.014400,0.000144
AC-4.onnx,0.020000,1.000000,99.000000,0.000000,0.054505,0.000545
AC-4.onnx,0.030000,1.000000,99.000000,0.000000,0.083627,0.000836
AC-4.onnx,0.050000,1.000000,99.000000,0.000000,0.121564,0.001216
AC-4.onnx,0.070000,1.000000,99.000000,0.000000,0.139280,0.001393
AC-4.onnx,0.100000,0.000000,100.000000,0.000000,0.536084,0.005361
AC-5.onnx,0.000000,1.000000,99.000000,0.000000,0.011584,0.000116
AC-5.onnx,0.020000,1.000000,99.000000,0.000000,0.037873,0.000379
AC-5.onnx,0.030000,1.000000,99.000000,0.000000,0.055389,0.000554
AC-5.onnx,0.050000,1.000000,99.000000,0.000000,0.052280,0.000523
AC-5.onnx,0.070000,1.000000,99.000000,0.000000,0.159710,0.001597
AC-5.onnx,0.100000,1.000000,99.000000,0.000000,0.419332,0.004193
